name,state,address,notes,display_order,status
ALPHONSO HOSPITAL,Rivers,"8 Trans Woji Rd, Rumuwaji 500102, Port Harcourt, Rivers",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ALTHAHAUS MEDICAL CENTRE,Rivers,PLOT 122C GENERAL DIRIYAI STREET BEHIND SKIPPERS OFF TOMBIA EXTENTION GRA PORT HARCOURT,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ALVERA HOSPITAL LIMITED,Rivers,"18 BISHOP DIMIERI STREET, BY LEIGHTON HOTELS AND SUITES, GRA PHASE II, OFF EVO ROAD",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
AMAZING GRACE CLINIC,Rivers,"58 AIR PORT ROAD, RUMUODIMAYA, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
AMF (ANYIMICHFRANZE) HOSPITAL LTD,Rivers,"41 Wogu Street D'Line, Port Harcourt, Rivers State",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ANCHOR HOSPITAL,Rivers,"KM 15, ABA- PH EXPRESSWAY, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
APRIL HOSPITAL,Rivers,"300B NTA/CHOBA ROAD, OZUOBA PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Ashford & Patrice Clinic LTD,Rivers,"3B Manila Pepple Street, D-line, Port Harcourt 500101, Rivers",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
BARIEL MEDICAL CENTER,Rivers,"KM 5,EAST-WEST EXPRESSWAY,PORTHARCOURT",City/Town: Port Harcourt | LGA: Eleme | Category: Tier 1 | Service: General,0,active
BELANKA HOSPITAL LTD,Rivers,"NO 4 OASIS GARDEN ROAD ( OPPOSITE RCCG FOUNTAIN OF LIFE PARISH) OFF GYNESCOPE STREET. RUKPAKWOLUSI, PORT HARCOURT, RIVERS STATE",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
C - GREEN EYECARE,Rivers,"129 NTA Rd, Mgbuoba, Port Harcourt, Rivers",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
CASTLE CLINIC,Rivers,7B SHELL LOCATION ROAD,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
COLWORTHS MEDICAL CENTRE LTD,Rivers,"NO 2 PEACE CLOSE, OFF LK ANYA CLOSE OFF PETER ODILI ROAD PORT HARCOURT",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 5 | Service: General,0,active
COVA CARE SPECIALIST AND ENDOSCOPY CENTRE,Rivers,"NO 8 MAIN STREET, OFF FARM ROAD 2 G.U AKE ROAD, ELIOZU PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
CROWN HEALTH HOSPITAL PORT HARCOURT,Rivers,15 ASUZU STREET RUMUOMASI PORT HARCOURT,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 2 | Service: General,0,active
DANFERD SPECIALIST CLINIC LTD,Rivers,"246, ADA GEORGE DRIVE BY MINI- ORLU PORT HARCOURT, RIVERS STATE",City/Town: Port Harcourt | LGA: Ikwerre | Category: Tier 2 | Service: General,0,active
DENOVO HOSPITAL,Rivers,"3 Denovo Close, Divine Estate, by Mofigo Filling Station Rumuohwa, Eneka Road, off Rukpokwu, Rukpokwu-Obio",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
EL BENE HOSPITAL,Rivers,NO 5 EL BENE CLOSE OFF 121 ADA- GEORGE ROAD RUMUCHIORLU STR. MILE 4 PORT HARCOURT,City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
ELINA CARES HOSPITAL LIMITED,Rivers,"Chief James Jephthah Street by Virus Crescent, Off SARS Rd, Rukpokwu, Port Harcourt.",City/Town: Port Harcourt | LGA: Uvwie | Category: Tier 1 | Service: General,0,active
EUSTON CLINIC LTD,Rivers,"NO2AORISTREETRUMUKURISHI, PORTHARCOURT, RIVERS",City/Town: Port Harcourt | LGA: Eleme | Category: Tier 1 | Service: General,0,active
FAMO CLINIC,Rivers,NO 11 EGBE STREET ALESA ELEME,City/Town: Port Harcourt | LGA: Eleme | Category: Tier 1 | Service: General,0,active
FIRST RIVERS HOSPITAL,Rivers,"7/9 OLD ABA ROAD RUMUOMASI/250 ABA EXPRESS WAY, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
GBEYE HOSPITAL AND MATERNITY OMOKU,Rivers,"NO 16 AHOADA ROAD ,IMOKU",City/Town: Port Harcourt | LGA: Ikwerre | Category: Tier 1 | Service: General,0,active
GREEN CARE MEDICAL CONSULTANTS,Rivers,"15 E W WORLU ROAD,AFTER OGOLOGO ROAD, RUMUIGBO",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
HEALTHBRIDGE MEDICAL CONSULTANTS,Rivers,"FLAT F1/ A-B ABACHA ROAD, G.R.A PHASE 111, PH",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
HERITAGE MEDICARE HOSPITAL,Rivers,"Plot 3 Heritage Avenue, Ndubuisi Estate by Afam road Oyigbo, Rivers state",City/Town: Port Harcourt | LGA: Oyigbo | Category: Tier 1 | Service: General,0,active
HEROELAND SPECIALIST HOSPITAL,Rivers,"17 UNITY AVENUE RUMUOKWUTA, BY PIN PLACE, NTA ROAD",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
"HILTON CLINICS,",Rivers,"2 EJEIKWU WIKE CLOSE, OFF ADA GEORGE BY WHIMPEY, ROAD, MILE 4, PORT HARCOURT.",City/Town: Port Harcourt | LGA: Ikwerre | Category: Tier 1 | Service: General,0,active
JOTHAM HOSPITAL LIMITED,Rivers,"umuagbagbuo compound off Igbo Etche junction, Igbo Etche",City/Town: Port Harcourt | LGA: Etche | Category: Tier 1 | Service: General,0,active
KARIDEN SPECIALIST HOSPITAL,Rivers,"Plot 7 Monago Close, Off Ordu Street (Power Encounter) ,Off East-West Road, Rumuodara, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
KENDOX MEDICAL CENTRE,Rivers,"7, MOSES CHINDA AVENUE, OFF 194 OLD REFINARY RD",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 2 | Service: General,0,active
KEZ CLINIC,Rivers,"16 WOPARA STREET,RUMUOMASI,P HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
KRISANY MEDICAL CONSULTANT,Rivers,"5B, Asinobi Agudama Street, D Line, Port Harcourt",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
LIFT CARE SPECIALIST HOSPITAL LIMITED,Rivers,"No 31 Khana Street, D/Line. Port-Harcourt",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
MAGNUM NUVON MEDICAL CENTRE,Rivers,NO 18 CANON NDU STREET ELELENWO PORT HARCOURT RIVERS STATE,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Mamuzor Hospitals,Rivers,"Opp. Alcon Worji, PORT HARCOURT RIVERS",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MARINA SPECIALIST HOSPITAL,Rivers,"Odum Close, Off #1 Ogbuga Street, Eastern-Bye Pass, Ogbum-nu-abali, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MARYLAND SPECIALIST HOSPITAL (HEALTHCARE),Rivers,14 Rumuokwurusi - Igwurita Road.,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MAYOR'S SPECIALIST CLINIC,Rivers,"5 FUTO AVENUE OFF RUMUODARA EAST WEST ROAD, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Mclawson specialist hospital,Rivers,"11A Abua Street, Rumuibekwe Housing Estate, Port Harcourt.",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MERCYLAND SPECIALIST HOSPITAL,Rivers,"Opp Conoil Petrol Station, After Nkpolu Junction, E - W Rd, Alozo, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MERIDIAN HOSPITAL,Rivers,"12 IGBOKWE STREET, D/LINE, PORT HARCOURT",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 3 | Service: General,0,active
MONI MEDICAL CENTER,Rivers,"Rumuadaolu 500272, Port Harcourt, Nigeria",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MOUNT HERMON HOSPITAL,Rivers,"12 NTA Ozuoba Road, Rumuokwuta Road, Mgbuoba, Port Harcourt, Rivers State",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NEW HEIGHTS COSULTANTS,Rivers,"NO 10 ELF/SCHLUMBERGER ROAD, RUMUOGBA PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NEW MILE ONE HOSPITAL,Rivers,NO 15 EMENIKE STREET MILE ONE DIOBU PORT HARCOURT,City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
NEW ORLEANS CLINICS,Rivers,NO 3 ETIM OKPOYO CLOSE OFF AIRFORCE/ BOULEVARD MARKET AFTER TOTAL FILLING STATION,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NNIHI MEDICALS,Rivers,"3 IBE STREET, ROYAL ESTATE ROAD OFF SARS ROAD RUKPOKWU",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NOBLE MEDICAL CONSULTANTS AND FERTILITY HOSPITAL,Rivers,"1, BLOOMBREED SCHOOL ROAD, OPP NTA GATE, PORT HARCOURT, RIVERS STATE, NIGERIA",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NOBSAM HOSPITAL,Rivers,"44 ,FINIMA STREET, OLD GRA, PORT HARCOURT, RIVERS, NIGERIA",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PRINCESS MEDICAL CENTER (CLASSIC & SIGNATURE,Rivers,NO 5 NDAH BROS STREET OPP. ST MATTEW'S ANG.CHURCH TRANS AMADI,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
NOXFORD HOSPITAL LIMITED,Rivers,"PLOT 96, TOM INKO-TARIAH AVENUE, RUMUOGBA ESTATE",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
OBANI CLINIC,Rivers,"77B WOJI ROAD, GRA, PHASE 11",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
OFURE SPECIALIST HOSPITAL,Rivers,"PLOT 65, OKPORO ROAD, BEHIND ECOBANK, OFF ABA ROAD, ARTILLERY",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Paediatric & Maternal Care Hospital,Rivers,"2, Off Idiagbon Cl, GRA PHASE 3 500101, Port Harcourt, Rivers",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 3 | Service: General,0,active
PAEDIATRIC And MATERNAL CARE HOSPITAL,Rivers,3 IDIABON CLOSE OFF IDIAGBON ROAD OPPOSITE RCCG KINGS PALACE GRA PHASE 3,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 3 | Service: General,0,active
PAMO CLINICS AND HOSPITALS LTD,Rivers,"NO 300 ABA ROAD, RUMUOMASI PORT HARCOURT.",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PARAGON CLINICS AND IMAGING,Rivers,"96,STADIUM ROAD, ELEKAHIA, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 3 | Service: General,0,active
PHOENIX MEDICAL CONSULTANTS,Rivers,"IGBOUKWU CLOSE OFF 1ST ARTILLERY BUS STOP (TOTAL FILLING STATION) ABA ROAD, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PONYX HOSPITAL LIMITED,Rivers,"PLOT 26, PRESIDENTIAL ESTATE, GRA III, OPPOSITE NDDC HEADQUATERS",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
POTTER'S TOUCH MEDICAL CONSULTANT,Rivers,PLOT 5 ROAD 19 AGBADA BUS STOP RUMUAGHOLU PH,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
POTTERS TOUCH MEDICAL CONSULTANTS,Rivers,"Plot 5 Road 19 Agbada Road, Rumuagholu Obio Akpor Rivers Nigeria",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PRIME MEDICAL CONSULTANTS,Rivers,"4, PRIME CLOSE, RUMOGBA",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 5 | Service: General,0,active
PRESTIGE HOSPITAL AND MATERNITY,Rivers,"opp. shinning light, Rukpokwu, Port Harcourt, Rivers",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PRISTINE MEDICAL CONSULTANTS,Rivers,"PLOT 200 EAST-WEST ROAD, RUMUODARA",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
PROVIDENCE HOSPITAL AND MATERNITY,Rivers,"No. 11 Railway Close, D/Line",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
QUEEN OF PEACE HOSPITAL MATERNITY,Rivers,NO 2 NIHI STREET SUNLIGHT ESTATE UMUEGBULE 2,City/Town: Port Harcourt | LGA: Oyigbo | Category: Tier 1 | Service: General,0,active
RANEZ MEDICAL CONSULTANT,Rivers,NO 18 JESSY AND JENNY ROAD OFF PETER ODILI ROAD PORT HARCOURT,City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
RAZIELA SPECIALIST CLINIC,Rivers,NO 7 WILLIAMS AJIKERE OFF STADIUM/RUMUOLA LINK ROAD PORT HARCOURT,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 3 | Service: General,0,active
RIDCOL MEDICAL SERVICES,Rivers,29 NDASHI STREET D/LINE,City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
RIVPORTALS CLINICS LTD,Rivers,"7 AGBETA ROAD, OPP. ADVENTIST CHURCH ONNE ELEME RIVERS STATE",City/Town: Port Harcourt | LGA: Eleme | Category: Tier 1 | Service: General,0,active
SHAWSAND MEDICAL CENTRE,Rivers,"KM 14, PORTHARCOURT ABA EXPRESSWAY",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
SOPHIKE MEDICAL CENTRE,Rivers,"PLOT, 9 ROAD 7 FEDERAL HOUSING ESTATE,OFF PETER ODILI ROAD, PORT HARCOURT",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 3 | Service: General,0,active
SPRINGROSE HOSPITAL,Rivers,22 RUMUAGHOLU ROAD RUMUOKORO,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
STERLING SPECIALIST HOSPITAL,Rivers,"5, KING JAJA STREET, PORT HARCOURT, RIVERS STATE",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
ST MARGT CLINICAL SERVICES,Rivers,21 CHIEF BENSON STREET ORO-AKWO MGBUOSIMINI RUMUEME,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ST. MARTINS HOSPITAL,Rivers,"21,STADIUM ROAD, ELEKAHIA, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ST MERCIES HEALING HANDS HOSPITAL HOSPITAL,Rivers,"7 RD ROAD OFF OKPORO ROAD RUMUODARA, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
SYVANSI HOSPITAL LTD,Rivers,"2 WACHUKWU’S LANE,OPPOSITE OLD POLICE STATION, OFF AIRPORT ROAD, OMUCHI, IGWURITA, RIVERS STATE",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
TOTAL HEALTH MEDICAL CENTRE,Rivers,"NO 3 DEEPER LIFE STREET OFF ELIKPOKOUDU ROAD, RUKPOKWU",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
TWIN TOWERS SPECIALIST HOSPITAL,Rivers,"Victorious Ave, Rumodome 500102, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ULTIMATE SPECALIST CLINIC,Rivers,"OKURU-ABULOMA ROAD,OPP GULF",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
UNIVERSITY OF PORT HARCOURT TEACHING HOSPITAL,Rivers,"EAST WEST ROAD, PORT HARCOURT, RIVER STATE NIGERIA",City/Town: Port Harcourt | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
VALENTINE HOSPITALS,Rivers,"PLOT B2 FORCES AVENUE OPP.RADIO PORT HARCOURT, OLD G.R.A PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
CLEAN SPRINGS SPECIALIST HOSPITAL,Rivers,"10 MARINA CLOSE OFF WOJI ESTATE ROAD,NEAR YKC ROUND ABOUT, WOJI TOWN",City/Town: Woji Town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
CUMI MEDICAL CENTRE,Rivers,LIFT UP CLOSE OFF EZE GBAKA ROAD WOJI TOWN PORT HARCOURT,City/Town: Woji Town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
DATTA MEDICAL CENTRE LTD,Rivers,"21A WOJI ROAD, OFF OLD ABA ROAD, OPPOSITE GENESIS FAST FOOD WOJI",City/Town: Woji Town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
GALAXY SPECIALIST HOSPITAL,Rivers,13 IGBOUKWU STREET D-LINE,City/Town: Woji Town | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
MEDINET HOSPITAL,Rivers,"NO 29, OGBATAI ROAD, WOJI PORT HARCOURT",City/Town: Woji Town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
SHAMMAR CHRISTAIN HOSPITAL,Rivers,ROAD 5 FED. HOUSING ESTATE OPPOSITE WOJI POLICE STATION,City/Town: Woji town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Shield Specialist Hospital,Rivers,"Plot 4, Close D, Peace Valley Estate, Trans Woji, Port Harcourt., Rivers Nigeria",City/Town: Woji | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ST CATHERINES SPECIALIST HOSPITAL PH,Rivers,"14, TRANS WOJI ROAD, WOJI PORT HARCOURT",City/Town: Woji Town | LGA: Port-Harcourt | Category: Tier 1 | Service: General,0,active
THE SHIELD CLINIC,Rivers,"PLOT 4, TRANS WOJI ROAD",City/Town: Woji town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
ST. MARY MOTHER OF MERCY HOSPITAL LIMITED,Rivers,"68 Ogbatai Road, Woji, Port-Harcourt,Rivers State",City/Town: Woji town | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Radiofert Clinic,Rivers,"NO 4, ICHEGBO STREET, OFF TIP TOP ROAD, RUMUOROSI, PORT HARCOURT, RIVERS STATE",City/Town: Port Harcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
St. Felicia Medical Specialist Hospital,Rivers,"No 1 Maurison Close, Off SARS Rd, opposite Cathy Supermarket, Rumuodomaya, Port Harcourt",City/Town: Port Harcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
BETHESDA FAMILY CLINIC AND MATERNITY,Rivers,"Plot 18, Eastern Bypass, Port-Harcourt",City/Town: PORT HARCOURT | LGA: Obio/Akpor | Category: Tier 1 | Service: General,0,active
PRINCESS MEDICAL CENTER (SIGNATURE),Rivers,"3B Ndahbros Street, Trans Amadi, Port Harcourt.",City/Town: PORT HARCOURT | LGA: Obio/Akpor | Category: Tier 3 | Service: General,0,active
PRINCESS MEDICAL CENTER (CLASSIC),Rivers,"3B Ndahbros Street, Trans Amadi, Port Harcourt.",City/Town: PORT HARCOURT | LGA: Obio/Akpor | Category: Tier 1 | Service: General,0,active
Amazon Eye clinic PH,Rivers,"2 Covenant Estate, Rumuokwurusi, Port Harcourt 500102, Rivers",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
Uriel I Care Hospital PH,Rivers,"Panama Estate, 6 Akpan Edet close, off Peter Odili Rd, Port Harc, Port Harcourt",City/Town: PortHarcourt | LGA: PHLGA | Category: Tier 1 | Service: General,0,active
Real Care Medical Center PH,Rivers,"Akpajo Eleme,Rivers State, Port Harcourt",City/Town: PortHarcourt | LGA: Eleme | Category: Tier 1 | Service: General,0,active
Blozzy Tender Care Hospital PH,Rivers,"NO.1 SONFAN PLAZA, OGBOGORO, OPPOSITE AKPA WEDE LAYOUT, OGBOGORO TOWN, PORT HARCOURT",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
Zinno Optometry Eye Care PH,Rivers,"Favour Award Shopping Mall, 30 Okporo Rd, Off Artillery, Port Harcourt",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
Romiroh hospital at Unity Estate,Rivers,"UNITY ESTATE, RUMUNDURU PORT HARCOURT RIVERS",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
LASE MED DENTAL CLINIC,Rivers,"35 King Perekule Street New GRA, PH, Rivers",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
ARK MISSION HOSPITAL,Rivers,"No. 7, Elder Joe Wohuruche Close, by Mini Orlu Road, off Ada-George, Port Harcourt, Rivers State, Nigeria",City/Town: PortHarcourt | LGA: PHLGA | Category: Tier 1 | Service: General,0,active
DIAMOND CROWN HOSPITAL,Rivers,"No.1 Orosi Avenue, off Ohiamini road Rumuorosi",City/Town: PortHarcourt | LGA: Obio/Akpo | Category: Tier 1 | Service: General,0,active
PAIYEBOR HOSPITAL LTD,Rivers,"11b Prof. Akuro Gobo Lane, Abuloma, Port Harcourt",City/Town: PortHarcourt | LGA: PHLGA | Category: Tier 1 | Service: General,0,active
Adanta Children Hospital PH,Rivers,"44 Evo Road, New GRA, Port Harcourt 500272, Rivers",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Paediatrics,0,active
Patricare Hospital,Rivers,"48 Mgbuosimini street, off Agip Rd, Rumueme, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Paediatrics,0,active
HEALTHCREST SPECIALIST HOSPITAL,Rivers,"34 Mbonu St. Elechi, Port Harcourt",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
Romiroh Hospital Limited,Rivers,Unity Estate Rumunduru road 11 Port Harcourt,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
METROPOLITAN CLINIC,Rivers,"6, 2nd Avenue, FHE, Rumueme, Port Harcourt, Rivers State, Nigeria",City/Town: PortHarcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
TRUVINE SPECIALIST CLINIC,Rivers,"bus stop, 3, OMUOKPOR FARM ROAD, AIRPORT ROAD, IGWURUTA ALI, Port-Harcourt, Rivers",City/Town: PortHarcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
MILITARY HOSPITAL PORT HARCOURT,Rivers,"Port Harcourt - Aba Expy, New GRA, Port Harcourt 500272, Rivers",City/Town: PortHarcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
"TRUVINE SPECIALIST HOSPITAL, IGIRITALI",Rivers,"BARRISTER OGBONNA'S COMPOUND EHIO / OGBUNABALI ROAD PORT HARCOURT , PHA, RIVERS",City/Town: PortHarcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: General,0,active
SONOCARE CLINIC,Rivers,"ELIMINIGWE HOUSING ESTATE, House 3 Road 1, Elelenwo, Port Harcourt 500101, Rivers",City/Town: PortHarcourt | LGA: PHLGA | Category: Tier 1 | Service: General,0,active
ELI-JOHNSON SPECIALIST HOSPITAL,Rivers,"3, Ahoada Road, Rumuibekwe Port Harcourt,Rivers",City/Town: PortHarcourt | LGA: PHLGA | Category: Tier 1 | Service: General,0,active
TEHILA CHILDRENS HOSPITAL,Rivers,"14 TRANS-WOJI ROAD, WOJI, PORT-HARCOURT, RIVERS STATE, NIGERIA",City/Town: Woji town | LGA: Port-Harcourt | Category: Tier 5 | Service: Paediatrics,0,active
ERLINGS CHILDREN'S HOSPITAL,Rivers,35 NTA/APARA LINK ROAD RUMUIGBO PORT HARCOURT,City/Town: Rumuaholu | LGA: Obia/Akpor | Category: Tier 1 | Service: Paediatrics,0,active
SIGHT CARE CONSULT LIMITED,Rivers,ADA GEORGE ROAD OPPOSITE PRISCILLIA COURT BY BAKERY BUS STOP,City/Town: Ada George Road | LGA: Ikwerre | Category: Tier 1 | Service: Optical,0,active
EYE CARE CLINIC AND CONSULTANTS,Rivers,"42A ROAD 1, AGIP HOUSING ESTATE",City/Town: Agip Housing Estate | LGA: Ikwerre | Category: Tier 1 | Service: Optical,0,active
PAN OJ OPTICAL,Rivers,"63 MISSION ROAD,BONNY ROUNDABOUT,BONNY ISLAND,RIVERS STATE.",City/Town: Bonny Island | LGA: Bonny | Category: Tier 1 | Service: Optical,0,active
C AND C OPTICIANS,Rivers,"638, KING PERRKULE STR, GRA PHASE 2",City/Town: GRA Phase 3 | LGA: Obia/Akpor | Category: Tier 1 | Service: Optical,0,active
ANUZI EYE CLINIC,Rivers,"309 OLD REFINERY ROAD ELELENWO, PORT HARCOURT",City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Optical,0,active
AUSPRON EYE CLINIC,Rivers,DIAMOND PLAZA OPPOSITE PRIMARY ELIMGBU STREET,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Optical,0,active
AUXANO EYE CLINIC,Rivers,21 OLD ABA ROAD BESIDE TOTAL FILLING STATION,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Optical,0,active
BENITA EYE CLINIC,Rivers,"10, MAYNE AVENUE, CALABAR",City/Town: Port Harcourt | LGA: CalabarMunicipality | Category: Tier 1 | Service: Optical,0,active
BERACCA EYE CLINIC LTD PH,Rivers,NO 9 RUMUOGBA ESTATE PH,City/Town: Port Harcourt | LGA: Obia/Akpor | Category: Tier 1 | Service: Optical,0,active
